2025-11-02 12:07:55	WAIT	P107	R007
2025-11-02 12:07:56	HOLD	P105	R007
2025-11-02 13:22:16	WAIT	P104	R001
2025-11-02 14:06:56	WAIT	P104	R001
2025-11-02 14:07:53	WAIT	P105	R003
2025-11-02 14:07:54	HOLD	P107	R003
2025-11-02 14:07:55	WAIT	P107	R007
2025-11-02 14:07:56	HOLD	P105	R007
2025-11-02 15:41:57	WAIT	P109	R008
2025-11-02 16:07:18	WAIT	P109	R001
2025-11-02 16:07:53	WAIT	P105	R003
2025-11-02 16:07:54	HOLD	P107	R003
2025-11-02 16:07:55	WAIT	P107	R007
2025-11-02 16:07:56	HOLD	P105	R007
2025-11-02 17:18:14	WAIT	P104	R001
2025-11-02 17:18:36	WAIT	P104	R008
2025-11-02 17:58:51	WAIT	P109	R008
2025-11-02 18:07:53	WAIT	P105	R003
2025-11-02 18:07:54	HOLD	P107	R003
2025-11-02 18:07:55	WAIT	P107	R007
2025-11-02 18:07:56	HOLD	P105	R007
2025-11-02 18:20:54	WAIT	P104	R008
2025-11-02 18:22:05	WAIT	P104	R008
2025-11-02 18:35:10	WAIT	P109	R008
2025-11-02 18:47:22	WAIT	P109	R008
2025-11-02 19:09:36	WAIT	P109	R008
2025-11-02 19:30:40	WAIT	P104	R001
2025-11-02 19:31:03	WAIT	P109	R001
2025-11-02 19:34:02	WAIT	P104	R001
2025-11-02 20:19:27	WAIT	P109	R008
2025-11-02 21:03:16	WAIT	P109	R001
2025-11-02 21:13:37	WAIT	P104	R008
2025-11-02 21:56:04	WAIT	P104	R008
2025-11-02 22:24:17	WAIT	P109	R001
2025-11-02 22:41:08	WAIT	P109	R008
2025-11-02 23:18:22	WAIT	P104	R001
2025-11-02 23:41:06	WAIT	P104	R001
2025-11-02 23:51:11	WAIT	P104	R001
2025-11-03 01:23:52	WAIT	P104	R001
2025-11-03 01:58:33	WAIT	P104	R001
2025-11-03 02:01:01	WAIT	P109	R008
2025-11-03 02:11:26	WAIT	P104	R001
2025-11-03 02:34:18	WAIT	P109	R008
2025-11-03 03:15:06	WAIT	P109	R008
2025-11-03 03:48:01	WAIT	P109	R001
2025-11-03 04:01:27	WAIT	P104	R001
2025-11-03 04:05:56	WAIT	P109	R001
2025-11-03 04:10:11	WAIT	P109	R001
2025-11-03 04:11:19	WAIT	P104	R008
2025-11-03 04:18:21	WAIT	P104	R008
2025-11-03 04:36:16	WAIT	P104	R008
2025-11-03 04:37:17	WAIT	P109	R001
2025-11-03 04:58:04	WAIT	P109	R008
2025-11-03 05:02:26	WAIT	P104	R001
2025-11-03 05:24:10	WAIT	P104	R008
2025-11-03 05:36:18	WAIT	P109	R008
2025-11-03 05:47:12	WAIT	P104	R001
2025-11-03 06:15:58	WAIT	P104	R008
2025-11-03 06:31:24	WAIT	P109	R001
2025-11-03 07:22:00	WAIT	P109	R008
2025-11-03 07:22:29	WAIT	P109	R001
2025-11-03 07:58:58	WAIT	P104	R008
2025-11-03 09:00:57	WAIT	P104	R008
2025-11-03 09:52:16	WAIT	P109	R008
2025-11-03 10:00:17	WAIT	P109	R001
2025-11-03 10:48:45	WAIT	P109	R008
2025-11-03 10:59:58	WAIT	P109	R001
2025-11-03 11:04:25	WAIT	P104	R008
2025-11-03 11:31:39	WAIT	P109	R001
2025-11-03 11:35:32	WAIT	P104	R001
